,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,Alength,Clength,pair,label
70,Organic Avocado,Limes,0.047560408921933084,0.03264405204460966,0.0054368029739776955,0.11431362970200294,3.501821083540361,0.0038842385098671944,1.092210493913229,1,1,"Limes, Organic Avocado",Limes---Organic Avocado
2297,Organic Zucchini,Red Peppers,0.024930297397769516,0.01224442379182156,0.0010687732342007435,0.04287045666356011,3.5012228743825946,0.0007635161076063073,1.0319977928640462,1,1,"Organic Zucchini, Red Peppers",Organic Zucchini---Red Peppers
2296,Red Peppers,Organic Zucchini,0.01224442379182156,0.024930297397769516,0.0010687732342007435,0.08728652751423151,3.5012228743825946,0.0007635161076063073,1.0683196117908014,1,1,"Organic Zucchini, Red Peppers",Organic Zucchini---Red Peppers
1513,"Bag of Organic Bananas, Organic Strawberries",Organic Lemon,0.016101301115241634,0.023118029739776953,0.0013011152416356876,0.08080808080808081,3.495457083396782,0.0009288848836044277,1.0627617039094734,2,1,"Bag of Organic Bananas, Organic Strawberries, Organic Lemon","Bag of Organic Bananas, Organic Strawberries---Organic Lemon"
1516,Organic Lemon,"Bag of Organic Bananas, Organic Strawberries",0.023118029739776953,0.016101301115241634,0.0013011152416356876,0.05628140703517587,3.4954570833967815,0.0009288848836044277,1.0425763635679814,1,2,"Bag of Organic Bananas, Organic Strawberries, Organic Lemon","Bag of Organic Bananas, Organic Strawberries---Organic Lemon"
398,Organic Hass Avocado,Organic D'Anjou Pears,0.06022304832713755,0.012476765799256506,0.00262546468401487,0.04359567901234568,3.4941490217716162,0.0018740758143198687,1.0325374034079577,1,1,"Organic D'Anjou Pears, Organic Hass Avocado",Organic D'Anjou Pears---Organic Hass Avocado
399,Organic D'Anjou Pears,Organic Hass Avocado,0.012476765799256506,0.06022304832713755,0.00262546468401487,0.21042830540037244,3.4941490217716162,0.0018740758143198687,1.190236375113979,1,1,"Organic D'Anjou Pears, Organic Hass Avocado",Organic D'Anjou Pears---Organic Hass Avocado
509,"Banana, Organic Baby Spinach",Organic Avocado,0.014149628252788104,0.047560408921933084,0.002346654275092937,0.16584564860426929,3.487052621361871,0.001673692169296997,1.1418025806428007,2,1,"Banana, Organic Baby Spinach, Organic Avocado","Banana, Organic Baby Spinach---Organic Avocado"
512,Organic Avocado,"Banana, Organic Baby Spinach",0.047560408921933084,0.014149628252788104,0.002346654275092937,0.04934049829018075,3.487052621361871,0.001673692169296997,1.0370173232099398,1,2,"Banana, Organic Baby Spinach, Organic Avocado","Banana, Organic Baby Spinach---Organic Avocado"
1006,Cucumber Kirby,Honeycrisp Apple,0.022885687732342008,0.020422862453531598,0.0016263940520446097,0.07106598984771574,3.4797271934535674,0.0011590027993325135,1.0545174650090396,1,1,"Cucumber Kirby, Honeycrisp Apple",Cucumber Kirby---Honeycrisp Apple
1007,Honeycrisp Apple,Cucumber Kirby,0.020422862453531598,0.022885687732342008,0.0016263940520446097,0.07963594994311718,3.479727193453567,0.0011590027993325135,1.0616606680880982,1,1,"Cucumber Kirby, Honeycrisp Apple",Cucumber Kirby---Honeycrisp Apple
1344,Strawberries,Blueberries,0.035803903345724905,0.011198884758364312,0.0013940520446096654,0.03893575600259572,3.4767529841321987,0.0009930882571412777,1.0288605797348822,1,1,"Blueberries, Strawberries",Blueberries---Strawberries
1345,Blueberries,Strawberries,0.011198884758364312,0.035803903345724905,0.0013940520446096654,0.12448132780082988,3.4767529841321987,0.0009930882571412777,1.101285589069575,1,1,"Blueberries, Strawberries",Blueberries---Strawberries
1957,Organic Baby Spinach,Pineapple Chunks,0.06754182156133828,0.004972118959107806,0.0011617100371747212,0.017199862401100795,3.459262045529805,0.0008258840656569147,1.0124417396520384,1,1,"Organic Baby Spinach, Pineapple Chunks",Organic Baby Spinach---Pineapple Chunks
1956,Pineapple Chunks,Organic Baby Spinach,0.004972118959107806,0.06754182156133828,0.0011617100371747212,0.23364485981308414,3.4592620455298047,0.0008258840656569147,1.216744208450449,1,1,"Organic Baby Spinach, Pineapple Chunks",Organic Baby Spinach---Pineapple Chunks
127,Organic Cucumber,Organic Hass Avocado,0.019981412639405203,0.06022304832713755,0.0041589219330855015,0.20813953488372094,3.456144128624749,0.002955580354058125,1.186796150423879,1,1,"Organic Cucumber, Organic Hass Avocado",Organic Cucumber---Organic Hass Avocado
126,Organic Hass Avocado,Organic Cucumber,0.06022304832713755,0.019981412639405203,0.0041589219330855015,0.06905864197530863,3.4561441286247483,0.002955580354058125,1.052717852647601,1,1,"Organic Cucumber, Organic Hass Avocado",Organic Cucumber---Organic Hass Avocado
670,Organic Lemon,Organic Garlic,0.023118029739776953,0.02562732342007435,0.0020446096654275093,0.08844221105527637,3.451090447705435,0.0014521564404513482,1.0689093861047696,1,1,"Organic Garlic, Organic Lemon",Organic Garlic---Organic Lemon
671,Organic Garlic,Organic Lemon,0.02562732342007435,0.023118029739776953,0.0020446096654275093,0.07978241160471441,3.451090447705435,0.0014521564404513482,1.061577155859139,1,1,"Organic Garlic, Organic Lemon",Organic Garlic---Organic Lemon
552,Organic Whole Milk,Organic Whole String Cheese,0.0399860594795539,0.01633364312267658,0.002253717472118959,0.056362579895409645,3.450704749215407,0.0016005994466978069,1.042419827700661,1,1,"Organic Whole Milk, Organic Whole String Cheese",Organic Whole Milk---Organic Whole String Cheese
553,Organic Whole String Cheese,Organic Whole Milk,0.01633364312267658,0.0399860594795539,0.002253717472118959,0.1379800853485064,3.450704749215407,0.0016005994466978069,1.1136795382605174,1,1,"Organic Whole Milk, Organic Whole String Cheese",Organic Whole Milk---Organic Whole String Cheese
2001,Organic Tomato Cluster,Organic Lemon,0.01428903345724907,0.023118029739776953,0.0011384758364312267,0.07967479674796749,3.4464354291784125,0.0008081415360138748,1.0614530242226805,1,1,"Organic Lemon, Organic Tomato Cluster",Organic Lemon---Organic Tomato Cluster
2000,Organic Lemon,Organic Tomato Cluster,0.023118029739776953,0.01428903345724907,0.0011384758364312267,0.04924623115577889,3.4464354291784125,0.0008081415360138748,1.0367678770719209,1,1,"Organic Lemon, Organic Tomato Cluster",Organic Lemon---Organic Tomato Cluster
2347,Fresh Cauliflower,Organic Cucumber,0.015520446096654275,0.019981412639405203,0.0010687732342007435,0.0688622754491018,3.4463166689876066,0.0007586527963958486,1.0524958462329217,1,1,"Fresh Cauliflower, Organic Cucumber",Fresh Cauliflower---Organic Cucumber
2346,Organic Cucumber,Fresh Cauliflower,0.019981412639405203,0.015520446096654275,0.0010687732342007435,0.05348837209302326,3.4463166689876066,0.0007586527963958486,1.0401135336079574,1,1,"Fresh Cauliflower, Organic Cucumber",Fresh Cauliflower---Organic Cucumber
1121,"Organic Large Extra Fancy Fuji Apple, Organic Strawberries",Bag of Organic Bananas,0.003949814126394052,0.11273234200743494,0.001533457249070632,0.38823529411764707,3.4438679016536544,0.0010881854521081799,1.450341364026308,2,1,"Bag of Organic Bananas, Organic Large Extra Fancy Fuji Apple, Organic Strawberries","Bag of Organic Bananas---Organic Large Extra Fancy Fuji Apple, Organic Strawberries"
1124,Bag of Organic Bananas,"Organic Large Extra Fancy Fuji Apple, Organic Strawberries",0.11273234200743494,0.003949814126394052,0.001533457249070632,0.013602638087386645,3.4438679016536544,0.0010881854521081799,1.0097859385413155,1,2,"Bag of Organic Bananas, Organic Large Extra Fancy Fuji Apple, Organic Strawberries","Bag of Organic Bananas---Organic Large Extra Fancy Fuji Apple, Organic Strawberries"
485,Seedless Red Grapes,Strawberries,0.019237918215613384,0.035803903345724905,0.002369888475836431,0.12318840579710144,3.440641781640004,0.001681095911471649,1.0996616639528096,1,1,"Seedless Red Grapes, Strawberries",Seedless Red Grapes---Strawberries
484,Strawberries,Seedless Red Grapes,0.035803903345724905,0.019237918215613384,0.002369888475836431,0.06619078520441272,3.440641781640004,0.001681095911471649,1.0502810062750103,1,1,"Seedless Red Grapes, Strawberries",Seedless Red Grapes---Strawberries
357,Organic Red Onion,Organic Hass Avocado,0.013568773234200743,0.06022304832713755,0.0028113382899628255,0.20719178082191783,3.4404067309318456,0.0019941854037395837,1.1853774077255976,1,1,"Organic Hass Avocado, Organic Red Onion",Organic Hass Avocado---Organic Red Onion
356,Organic Hass Avocado,Organic Red Onion,0.06022304832713755,0.013568773234200743,0.0028113382899628255,0.046682098765432105,3.4404067309318456,0.0019941854037395837,1.0347348198207007,1,1,"Organic Hass Avocado, Organic Red Onion",Organic Hass Avocado---Organic Red Onion
1466,Cantaloupe,Organic Strawberries,0.005390334572490706,0.07144516728624535,0.0013243494423791822,0.2456896551724138,3.4388561816652654,0.0009392360871187519,1.2309984067976634,1,1,"Cantaloupe, Organic Strawberries",Cantaloupe---Organic Strawberries
1467,Organic Strawberries,Cantaloupe,0.07144516728624535,0.005390334572490706,0.0013243494423791822,0.018536585365853658,3.438856181665265,0.0009392360871187519,1.0133945398242514,1,1,"Cantaloupe, Organic Strawberries",Cantaloupe---Organic Strawberries
773,Yellow Onions,Large Lemon,0.014381970260223049,0.03759293680297398,0.0018587360594795538,0.12924071082390953,3.4378987601119073,0.0013180755603847375,1.1052504120945439,1,1,"Large Lemon, Yellow Onions",Large Lemon---Yellow Onions
772,Large Lemon,Yellow Onions,0.03759293680297398,0.014381970260223049,0.0018587360594795538,0.04944375772558714,3.437898760111907,0.0013180755603847375,1.036885547541586,1,1,"Large Lemon, Yellow Onions",Large Lemon---Yellow Onions
1871,"Honeycrisp Apple, Banana",Organic Avocado,0.00724907063197026,0.047560408921933084,0.0011849442379182156,0.16346153846153846,3.4369245800608774,0.0008401754743577342,1.1385484766910225,2,1,"Honeycrisp Apple, Banana, Organic Avocado","Honeycrisp Apple, Banana---Organic Avocado"
1874,Organic Avocado,"Honeycrisp Apple, Banana",0.047560408921933084,0.00724907063197026,0.0011849442379182156,0.024914509037616023,3.436924580060877,0.0008401754743577342,1.0181168098278341,1,2,"Honeycrisp Apple, Banana, Organic Avocado","Honeycrisp Apple, Banana---Organic Avocado"
278,Organic Kiwi,Organic Strawberries,0.012616171003717471,0.07144516728624535,0.0030901486988847583,0.24493554327808473,3.4283010675410623,0.0021887842510122857,1.229768961374558,1,1,"Organic Kiwi, Organic Strawberries",Organic Kiwi---Organic Strawberries
279,Organic Strawberries,Organic Kiwi,0.07144516728624535,0.012616171003717471,0.0030901486988847583,0.0432520325203252,3.4283010675410623,0.0021887842510122857,1.0320208273839457,1,1,"Organic Kiwi, Organic Strawberries",Organic Kiwi---Organic Strawberries
596,Organic Garlic,Organic Zucchini,0.02562732342007435,0.024930297397769516,0.0021840148698884757,0.08522212148685403,3.4184157584288886,0.0015451180755171982,1.0659087036375225,1,1,"Organic Garlic, Organic Zucchini",Organic Garlic---Organic Zucchini
597,Organic Zucchini,Organic Garlic,0.024930297397769516,0.02562732342007435,0.0021840148698884757,0.08760484622553588,3.4184157584288886,0.0015451180755171982,1.0679283779062925,1,1,"Organic Garlic, Organic Zucchini",Organic Garlic---Organic Zucchini
1034,"Organic Avocado, Banana",Limes,0.014405204460966542,0.03264405204460966,0.0016031598513011152,0.11129032258064515,3.409206750086098,0.00113291560716408,1.0884948960659566,2,1,"Limes, Organic Avocado, Banana","Limes---Organic Avocado, Banana"
1039,Limes,"Organic Avocado, Banana",0.03264405204460966,0.014405204460966542,0.0016031598513011152,0.04911032028469751,3.409206750086098,0.00113291560716408,1.0364975207577412,1,2,"Limes, Organic Avocado, Banana","Limes---Organic Avocado, Banana"
324,Cucumber Kirby,Large Lemon,0.022885687732342008,0.03759293680297398,0.0029275092936802975,0.12791878172588833,3.4027344656874123,0.0020671690810657676,1.1035750375425735,1,1,"Cucumber Kirby, Large Lemon",Cucumber Kirby---Large Lemon
325,Large Lemon,Cucumber Kirby,0.03759293680297398,0.022885687732342008,0.0029275092936802975,0.07787391841779975,3.4027344656874123,0.0020671690810657676,1.0596320088800741,1,1,"Cucumber Kirby, Large Lemon",Cucumber Kirby---Large Lemon
246,Large Lemon,Organic Garlic,0.03759293680297398,0.02562732342007435,0.0032760223048327137,0.08714462299134734,3.4004574556188483,0.0023126159550724834,1.0673899733962895,1,1,"Large Lemon, Organic Garlic",Large Lemon---Organic Garlic
247,Organic Garlic,Large Lemon,0.02562732342007435,0.03759293680297398,0.0032760223048327137,0.12783318223028103,3.400457455618848,0.0023126159550724834,1.1034667263059457,1,1,"Large Lemon, Organic Garlic",Large Lemon---Organic Garlic
2315,Red Onion,Large Lemon,0.008364312267657992,0.03759293680297398,0.0010687732342007435,0.1277777777777778,3.398983656091197,0.0007543341717223366,1.1033966329647433,1,1,"Large Lemon, Red Onion",Large Lemon---Red Onion
2314,Large Lemon,Red Onion,0.03759293680297398,0.008364312267657992,0.0010687732342007435,0.028430160692212606,3.3989836560911963,0.0007543341717223366,1.0206530170171306,1,1,"Large Lemon, Red Onion",Large Lemon---Red Onion
417,Organic Kiwi,Organic Hass Avocado,0.012616171003717471,0.06022304832713755,0.002578996282527881,0.20441988950276244,3.3943796466816725,0.0018192120064675723,1.1812474184221398,1,1,"Organic Hass Avocado, Organic Kiwi",Organic Hass Avocado---Organic Kiwi
416,Organic Hass Avocado,Organic Kiwi,0.06022304832713755,0.012616171003717471,0.002578996282527881,0.04282407407407407,3.3943796466816725,0.0018192120064675723,1.031559405384266,1,1,"Organic Hass Avocado, Organic Kiwi",Organic Hass Avocado---Organic Kiwi
1334,Organic Gala Apples,Organic Cucumber,0.020562267657992565,0.019981412639405203,0.0013940520446096654,0.06779661016949153,3.3929838391801344,0.0009831888897334198,1.0512926664413653,1,1,"Organic Cucumber, Organic Gala Apples",Organic Cucumber---Organic Gala Apples
1335,Organic Cucumber,Organic Gala Apples,0.019981412639405203,0.020562267657992565,0.0013940520446096654,0.06976744186046512,3.392983839180134,0.0009831888897334198,1.0528955622676581,1,1,"Organic Cucumber, Organic Gala Apples",Organic Cucumber---Organic Gala Apples
717,Organic Hass Avocado,"Organic Strawberries, Organic Baby Spinach",0.06022304832713755,0.009665427509293681,0.001974907063197026,0.03279320987654321,3.392835944919278,0.0013928255552023878,1.0239119313505827,1,2,"Organic Hass Avocado, Organic Strawberries, Organic Baby Spinach","Organic Hass Avocado---Organic Strawberries, Organic Baby Spinach"
716,"Organic Strawberries, Organic Baby Spinach",Organic Hass Avocado,0.009665427509293681,0.06022304832713755,0.001974907063197026,0.20432692307692304,3.3928359449192778,0.0013928255552023878,1.1811094014982197,2,1,"Organic Hass Avocado, Organic Strawberries, Organic Baby Spinach","Organic Hass Avocado---Organic Strawberries, Organic Baby Spinach"
1677,Banana,"Strawberries, Organic Avocado",0.14114776951672864,0.00262546468401487,0.001254646840148699,0.008888888888888889,3.3856440511307766,0.0008840683560550573,1.0063195984129893,1,2,"Banana, Strawberries, Organic Avocado","Banana---Strawberries, Organic Avocado"
1672,"Strawberries, Organic Avocado",Banana,0.00262546468401487,0.14114776951672864,0.001254646840148699,0.4778761061946903,3.3856440511307766,0.0008840683560550573,1.644920373637452,2,1,"Banana, Strawberries, Organic Avocado","Banana---Strawberries, Organic Avocado"
1787,Organic Strawberries,"Apple Honeycrisp Organic, Banana",0.07144516728624535,0.004995353159851301,0.0012081784386617101,0.016910569105691057,3.385259973529968,0.0008512845965022596,1.0121201750027977,1,2,"Apple Honeycrisp Organic, Banana, Organic Strawberries","Apple Honeycrisp Organic, Banana---Organic Strawberries"
1782,"Apple Honeycrisp Organic, Banana",Organic Strawberries,0.004995353159851301,0.07144516728624535,0.0012081784386617101,0.2418604651162791,3.385259973529968,0.0008512845965022596,1.2247809143156887,2,1,"Apple Honeycrisp Organic, Banana, Organic Strawberries","Apple Honeycrisp Organic, Banana---Organic Strawberries"
1861,Organic Lemon,Organic Granny Smith Apple,0.023118029739776953,0.015148698884758364,0.0011849442379182156,0.05125628140703517,3.3835434842926286,0.0008347361665814457,1.038058309967866,1,1,"Organic Granny Smith Apple, Organic Lemon",Organic Granny Smith Apple---Organic Lemon
1860,Organic Granny Smith Apple,Organic Lemon,0.015148698884758364,0.023118029739776953,0.0011849442379182156,0.07822085889570551,3.383543484292628,0.0008347361665814457,1.0597787763887945,1,1,"Organic Granny Smith Apple, Organic Lemon",Organic Granny Smith Apple---Organic Lemon
1964,Asparagus,Organic Zucchini,0.013801115241635688,0.024930297397769516,0.0011617100371747212,0.08417508417508418,3.376417169520618,0.0008176441297798538,1.0646900796796412,1,1,"Asparagus, Organic Zucchini",Asparagus---Organic Zucchini
